dataset,modelo,instance,time_milp,len_milp,time_milp_relaxed,len_milp_relaxed
iris,model_1layers_20neurons.h5,41,0.0471324920654296,3,"[0.03300929069519043, 0.031763315200805664, 0.03385663032531738, 0.03239178657531738, 0.045787811279296875, 0.051236867904663086, 0.043883562088012695, 0.048723459243774414, 0.06775975227355957, 0.059418678283691406]","[0, 0, 0, 0, 3, 3, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,42,0.0423710346221923,4,"[0.03617525100708008, 0.030920028686523438, 0.0418543815612793, 0.03302431106567383, 0.03295087814331055, 0.03798842430114746, 0.03917956352233887, 0.03743863105773926, 0.03754019737243652, 0.03696393966674805]","[0, 0, 1, 1, 4, 4, 4, 4, 4, 4]"
iris,model_1layers_20neurons.h5,43,0.0417709350585937,3,"[0.033989667892456055, 0.038196563720703125, 0.03762245178222656, 0.04033708572387695, 0.02898716926574707, 0.031150102615356445, 0.0317692756652832, 0.03763628005981445, 0.04026174545288086, 0.03923320770263672]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 3]"
iris,model_1layers_20neurons.h5,44,0.0434253215789794,3,"[0.0303342342376709, 0.03977465629577637, 0.036296844482421875, 0.04710960388183594, 0.03667020797729492, 0.03206658363342285, 0.031301021575927734, 0.0361170768737793, 0.036123037338256836, 0.03643608093261719]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,45,0.0415639877319335,3,"[0.031086206436157227, 0.03241896629333496, 0.03167438507080078, 0.03867220878601074, 0.04019570350646973, 0.03307819366455078, 0.04270505905151367, 0.03817343711853027, 0.04314994812011719, 0.04120612144470215]","[0, 0, 0, 0, 1, 1, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,46,0.0553462505340576,4,"[0.04212069511413574, 0.03784823417663574, 0.04030108451843262, 0.038747549057006836, 0.032334089279174805, 0.0328061580657959, 0.038320302963256836, 0.04056882858276367, 0.039034128189086914, 0.04054689407348633]","[0, 0, 0, 0, 0, 2, 3, 4, 4, 4]"
iris,model_1layers_20neurons.h5,47,0.0407896041870117,4,"[0.034394264221191406, 0.033648014068603516, 0.03333449363708496, 0.03527092933654785, 0.04126620292663574, 0.03807783126831055, 0.03508329391479492, 0.04197239875793457, 0.038915157318115234, 0.04259443283081055]","[0, 0, 0, 0, 0, 1, 2, 4, 4, 4]"
iris,model_1layers_20neurons.h5,48,0.0542452335357666,3,"[0.23913168907165527, 0.03042888641357422, 0.031179428100585938, 0.03206658363342285, 0.03197145462036133, 0.03700399398803711, 0.04518580436706543, 0.04003167152404785, 0.04507780075073242, 0.0460660457611084]","[0, 0, 0, 0, 3, 3, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,49,0.0508935451507568,2,"[0.03653311729431152, 0.030504465103149414, 0.030557632446289062, 0.03153705596923828, 0.02902698516845703, 0.030139446258544922, 0.04084420204162598, 0.0322422981262207, 0.05174374580383301, 0.04291939735412598]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]"
iris,model_1layers_20neurons.h5,50,0.0571761131286621,3,"[0.03823423385620117, 0.03182411193847656, 0.029981613159179688, 0.03355884552001953, 0.029949665069580078, 0.03699898719787598, 0.04602479934692383, 0.05108165740966797, 0.048288822174072266, 0.049785614013671875]","[0, 0, 0, 0, 1, 3, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,51,0.0529165267944335,3,"[0.030118703842163086, 0.028701305389404297, 0.03278040885925293, 0.03289341926574707, 0.03199028968811035, 0.03463006019592285, 0.03418731689453125, 0.03348588943481445, 0.03777813911437988, 0.057264089584350586]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
iris,model_1layers_20neurons.h5,52,0.0417022705078125,4,"[0.03549766540527344, 0.03202199935913086, 0.03255772590637207, 0.03627490997314453, 0.03292083740234375, 0.03875017166137695, 0.03800058364868164, 0.038353681564331055, 0.037767887115478516, 0.04700946807861328]","[0, 0, 0, 0, 1, 2, 4, 4, 4, 4]"
iris,model_1layers_20neurons.h5,53,0.0369181632995605,3,"[0.03144526481628418, 0.028261423110961914, 0.03029918670654297, 0.031861305236816406, 0.0335235595703125, 0.0297393798828125, 0.03279542922973633, 0.03527092933654785, 0.035144805908203125, 0.042523860931396484]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,54,0.0565083026885986,3,"[0.0428469181060791, 0.039388418197631836, 0.03734183311462402, 0.03458881378173828, 0.029042720794677734, 0.031009912490844727, 0.03298377990722656, 0.03398013114929199, 0.03381204605102539, 0.04997110366821289]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 3]"
iris,model_1layers_20neurons.h5,55,0.0391957759857177,3,"[0.03575921058654785, 0.03026294708251953, 0.03340458869934082, 0.02950286865234375, 0.032830238342285156, 0.03767752647399902, 0.04364919662475586, 0.039730072021484375, 0.04019045829772949, 0.04019427299499512]","[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,56,0.0480477809906005,3,"[0.03107428550720215, 0.035986900329589844, 0.03400087356567383, 0.033095359802246094, 0.030057907104492188, 0.03278088569641113, 0.03188514709472656, 0.03801751136779785, 0.03548765182495117, 0.03563737869262695]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,57,0.0422978401184082,3,"[0.03380155563354492, 0.0328516960144043, 0.03316092491149902, 0.03297543525695801, 0.03299665451049805, 0.0289304256439209, 0.03203320503234863, 0.03453326225280762, 0.03946495056152344, 0.0379023551940918]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,58,0.0433447360992431,3,"[0.031549930572509766, 0.030042171478271484, 0.031794071197509766, 0.03127336502075195, 0.030083179473876953, 0.04278445243835449, 0.03945517539978027, 0.053284406661987305, 0.05045676231384277, 0.04670310020446777]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 3]"
iris,model_1layers_20neurons.h5,59,0.0420165061950683,3,"[0.0308682918548584, 0.031560659408569336, 0.03180694580078125, 0.029859304428100586, 0.03587675094604492, 0.031308650970458984, 0.04122352600097656, 0.03456234931945801, 0.036362409591674805, 0.03779244422912598]","[0, 0, 0, 0, 1, 1, 2, 2, 2, 3]"
iris,model_1layers_20neurons.h5,60,0.039414644241333,4,"[0.03378033638000488, 0.03104424476623535, 0.031058549880981445, 0.03283810615539551, 0.03045821189880371, 0.03986978530883789, 0.0397946834564209, 0.040299177169799805, 0.04272317886352539, 0.043869733810424805]","[0, 0, 0, 0, 0, 1, 1, 4, 4, 4]"
iris,model_1layers_20neurons.h5,61,0.0414588451385498,3,"[0.030761003494262695, 0.02995133399963379, 0.0287778377532959, 0.030022382736206055, 0.031989336013793945, 0.03167319297790527, 0.03477954864501953, 0.03069782257080078, 0.035643815994262695, 0.04133248329162598]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 3]"
iris,model_1layers_20neurons.h5,62,0.0399365425109863,3,"[0.033521175384521484, 0.03588080406188965, 0.032990217208862305, 0.032911062240600586, 0.03317737579345703, 0.034028053283691406, 0.03364419937133789, 0.04149675369262695, 0.04097485542297363, 0.05236554145812988]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 3]"
iris,model_1layers_20neurons.h5,63,0.0419254302978515,3,"[0.03376293182373047, 0.02897500991821289, 0.03290963172912598, 0.031949520111083984, 0.033380985260009766, 0.032715559005737305, 0.030122041702270508, 0.035334110260009766, 0.04181694984436035, 0.037839412689208984]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 3]"
iris,model_1layers_20neurons.h5,64,0.0482337474822998,3,"[0.03000020980834961, 0.030858278274536133, 0.030205488204956055, 0.03303718566894531, 0.0320744514465332, 0.030812501907348633, 0.03891634941101074, 0.04124021530151367, 0.0500025749206543, 0.06136465072631836]","[0, 0, 0, 0, 1, 2, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,65,0.0454578399658203,3,"[0.03413534164428711, 0.031723737716674805, 0.03654766082763672, 0.034491777420043945, 0.04161787033081055, 0.03204679489135742, 0.0279848575592041, 0.03411412239074707, 0.03367018699645996, 0.040059566497802734]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,66,0.0408687591552734,3,"[0.03215432167053223, 0.027688980102539062, 0.03136110305786133, 0.03447222709655762, 0.03131604194641113, 0.24122285842895508, 0.04813027381896973, 0.05587887763977051, 0.05469059944152832, 0.055823564529418945]","[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,67,0.0529682636260986,2,"[0.028078079223632812, 0.03079366683959961, 0.03309011459350586, 0.03135371208190918, 0.037769317626953125, 0.0319063663482666, 0.03320479393005371, 0.03478670120239258, 0.03404116630554199, 0.050072669982910156]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]"
iris,model_1layers_20neurons.h5,68,0.0380549430847168,3,"[0.03806304931640625, 0.033518075942993164, 0.03043055534362793, 0.029999732971191406, 0.034920692443847656, 0.03726553916931152, 0.034899234771728516, 0.035079240798950195, 0.03492307662963867, 0.03987765312194824]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
iris,model_1layers_20neurons.h5,69,0.0441951751708984,3,"[0.034072160720825195, 0.035639047622680664, 0.03404498100280762, 0.035286664962768555, 0.03988027572631836, 0.04377293586730957, 0.039205312728881836, 0.03925514221191406, 0.03931856155395508, 0.03827834129333496]","[0, 0, 0, 0, 3, 3, 3, 3, 3, 3]"
