dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_3layers_20neurons.h5,23,"[0.08090662956237793, 0.10858535766601562, 0.1608600616455078, 0.1212153434753418, 0.0873868465423584, 0.10978293418884277, 0.11176466941833496, 0.10200905799865723, 0.10576033592224121, 0.11587309837341309]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}, {'eq': {'x_0': 0.53125, 'x_1': 0.3749999999999998, 'x_2': 0.7678571428571427, 'x_3': 0.9090909090909092}, 'range': []}]"
iris,model_3layers_20neurons.h5,24,"[0.06446719169616699, 0.06410384178161621, 0.07451367378234863, 0.07900094985961914, 0.08427739143371582, 0.08844947814941406, 0.0778954029083252, 0.10889840126037598, 0.08488082885742188, 0.08536839485168457]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}, {'eq': {'x_0': 1.0, 'x_1': 1.0, 'x_2': 0.9107142857142856, 'x_3': 0.8636363636363638}, 'range': []}]"
iris,model_3layers_20neurons.h5,25,"[0.08522439002990723, 0.08114981651306152, 0.10804200172424316, 0.09105753898620605, 0.09874844551086426, 0.09362006187438965, 0.0985102653503418, 0.09370899200439453, 0.09959983825683594, 0.09564638137817383]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.5, 'x_2': 0.6964285714285714, 'x_3': 1.0}, 'range': []}]"
iris,model_3layers_20neurons.h5,26,"[0.09149909019470215, 0.09035420417785645, 0.09623384475708008, 0.10379981994628906, 0.0784447193145752, 0.07357931137084961, 0.0732114315032959, 0.09834504127502441, 0.07169175148010254, 0.07489299774169922]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}, {'eq': {'x_0': 0.625, 'x_1': 0.1874999999999997, 'x_2': 0.8035714285714285, 'x_3': 0.7727272727272728}, 'range': []}]"
iris,model_3layers_20neurons.h5,27,"[0.10084867477416992, 0.08785867691040039, 0.0991818904876709, 0.09893321990966797, 0.11834287643432617, 0.09833931922912598, 0.09868597984313965, 0.0986170768737793, 0.10179734230041504, 0.18567991256713867]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}, {'eq': {'x_0': 0.65625, 'x_1': 0.625, 'x_2': 0.8214285714285715, 'x_3': 1.0}, 'range': []}]"
iris,model_3layers_20neurons.h5,28,"[0.0788726806640625, 0.10688996315002441, 0.12575769424438477, 0.13552284240722656, 0.1571364402770996, 0.14391160011291504, 0.13391399383544922, 0.13418912887573242, 0.13805651664733887, 0.15157747268676758]","[0, 1, 2, 2, 2, 2, 2, 2, 2, 2]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.13125), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1178571428571428), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.19090909090909092)]}, {'eq': {'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.23125), docplex.mp.RangeConstraint[input_range_1](0.3,x_1,0.7), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2178571428571428)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.33125), docplex.mp.RangeConstraint[input_range_1](0.2,x_1,0.8)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.43125), docplex.mp.RangeConstraint[input_range_1](0.09999999999999998,x_1,0.9)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.53125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.63125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.73125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.83125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.93125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0178571428571428, 'x_3': 0.0909090909090909}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_3layers_20neurons.h5,29,"[0.06804132461547852, 0.09543013572692871, 0.09384012222290039, 0.13498759269714355, 0.1439065933227539, 0.1307694911956787, 0.14289617538452148, 0.139052152633667, 0.12824296951293945, 0.35111427307128906]","[0, 1, 2, 2, 2, 2, 2, 2, 2, 2]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.13125), docplex.mp.RangeConstraint[input_range_1](0.4625,x_1,0.6625), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1535714285714285), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1454545454545454)]}, {'eq': {'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.23125), docplex.mp.RangeConstraint[input_range_1](0.3625,x_1,0.7625), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2535714285714285)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.33125), docplex.mp.RangeConstraint[input_range_1](0.2625,x_1,0.8625)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.43125), docplex.mp.RangeConstraint[input_range_1](0.16249999999999998,x_1,0.9625)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.53125), docplex.mp.RangeConstraint[input_range_1](0.0625,x_1,1)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.63125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.73125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.83125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.93125), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0535714285714285, 'x_3': 0.0454545454545454}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_3layers_20neurons.h5,30,"[0.06361627578735352, 0.09193801879882812, 0.10326004028320312, 0.12634015083312988, 0.14463591575622559, 0.11432242393493652, 0.13456201553344727, 0.12855172157287598, 0.12230753898620605, 0.13037586212158203]","[0, 0, 1, 2, 2, 2, 2, 2, 2, 2]","[4, 4, 3, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1882352941176469), docplex.mp.RangeConstraint[input_range_1](0.5666666666666668,x_1,0.7666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.2882352941176469), docplex.mp.RangeConstraint[input_range_1](0.46666666666666673,x_1,0.8666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3882352941176469), docplex.mp.RangeConstraint[input_range_1](0.36666666666666675,x_1,0.9666666666666668), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.3)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.48823529411764693), docplex.mp.RangeConstraint[input_range_1](0.2666666666666667,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5882352941176469), docplex.mp.RangeConstraint[input_range_1](0.16666666666666674,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6882352941176468), docplex.mp.RangeConstraint[input_range_1](0.06666666666666676,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7882352941176468), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8882352941176469), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9882352941176469), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_3layers_20neurons.h5,31,"[0.06493449211120605, 0.0889890193939209, 0.11595034599304199, 0.17266345024108887, 0.21602964401245117, 0.14507484436035156, 0.14574742317199707, 0.12996864318847656, 0.14100193977355957, 0.13852834701538086]","[0, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[4, 3, 2, 2, 2, 2, 2, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.31176470588235294,x_0,0.511764705882353), docplex.mp.RangeConstraint[input_range_1](0.9,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0.024999999999999994,x_3,0.225)]}, {'eq': {'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.21176470588235297,x_0,0.611764705882353), docplex.mp.RangeConstraint[input_range_1](0.8,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.11176470588235299,x_0,0.711764705882353), docplex.mp.RangeConstraint[input_range_1](0.7,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.011764705882352955,x_0,0.8117647058823529), docplex.mp.RangeConstraint[input_range_1](0.6,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.911764705882353), docplex.mp.RangeConstraint[input_range_1](0.5,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.30000000000000004,x_1,1)]}, {'eq': {'x_1': 1.0, 'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 1.0, 'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 1.0, 'x_2': 0.087719298245614, 'x_3': 0.125}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_3layers_20neurons.h5,32,"[0.13312840461730957, 0.11030459403991699, 0.08818960189819336, 0.0770878791809082, 0.09637188911437988, 0.09580421447753906, 0.10349440574645996, 0.10357999801635742, 0.11338257789611816, 0.10954070091247559]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.6058823529411764,x_0,0.8058823529411764)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.5058823529411764,x_0,0.9058823529411764)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4058823529411764,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3058823529411764,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2058823529411764,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.10588235294117643,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.00588235294117645,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_3layers_20neurons.h5,33,"[0.08126354217529297, 0.12190437316894531, 0.1294405460357666, 0.13141465187072754, 0.14236783981323242, 0.1444082260131836, 0.1274728775024414, 0.13008332252502441, 0.14347004890441895, 0.12528252601623535]","[0, 1, 2, 2, 2, 2, 2, 2, 2, 2]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.04705882352941168,x_0,0.2470588235294117), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0.005263157894736789,x_2,0.20526315789473681), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3470588235294117), docplex.mp.RangeConstraint[input_range_1](0.38333333333333325,x_1,0.7833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.3052631578947368)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.4470588235294117), docplex.mp.RangeConstraint[input_range_1](0.28333333333333327,x_1,0.8833333333333333)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5470588235294117), docplex.mp.RangeConstraint[input_range_1](0.18333333333333324,x_1,0.9833333333333333)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6470588235294117), docplex.mp.RangeConstraint[input_range_1](0.08333333333333326,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7470588235294117), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8470588235294116), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9470588235294117), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_3layers_20neurons.h5,34,"[0.0677480697631836, 0.1055610179901123, 0.1068260669708252, 0.14063668251037598, 0.13622331619262695, 0.16401243209838867, 0.1494581699371338, 0.13115239143371582, 0.1485304832458496, 0.16143584251403809]","[0, 1, 2, 2, 2, 2, 2, 2, 2, 2]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1294117647058824), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1526315789473684), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.22941176470588243), docplex.mp.RangeConstraint[input_range_1](0.3,x_1,0.7), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.25263157894736843)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3294117647058824), docplex.mp.RangeConstraint[input_range_1](0.2,x_1,0.8)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.42941176470588244), docplex.mp.RangeConstraint[input_range_1](0.09999999999999998,x_1,0.9)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5294117647058824), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6294117647058823), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7294117647058823), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8294117647058824), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9294117647058824), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
