dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_2layers_20neurons.h5,86,"[0.051883697509765625, 0.14101171493530273, 0.125807523727417, 0.06232285499572754, 0.04656243324279785, 0.04805445671081543, 0.050058603286743164, 0.04709124565124512, 0.0442194938659668, 0.04467296600341797]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}, {'eq': {'x_0': 0.4411764705882353, 'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}, 'range': []}]"
iris,model_2layers_20neurons.h5,87,"[0.042556047439575195, 0.04338431358337402, 0.1654059886932373, 0.05053424835205078, 0.060353755950927734, 0.0403139591217041, 0.04641079902648926, 0.045392751693725586, 0.04522204399108887, 0.04534125328063965]","[0, 2, 2, 3, 3, 3, 3, 3, 3, 3]","[4, 2, 2, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1058823529411764,x_0,0.3058823529411764), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.005882352941176394,x_0,0.4058823529411764), docplex.mp.RangeConstraint[input_range_1](0.38333333333333325,x_1,0.7833333333333332)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5058823529411764), docplex.mp.RangeConstraint[input_range_1](0.28333333333333327,x_1,0.8833333333333333)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6058823529411764)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7058823529411764)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8058823529411764)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9058823529411764)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,88,"[0.05507349967956543, 0.05863761901855469, 0.042858123779296875, 0.05607342720031738, 0.056009531021118164, 0.05017518997192383, 0.04503059387207031, 0.04627704620361328, 0.0478672981262207, 0.04897928237915039]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1058823529411764,x_0,0.3058823529411764), docplex.mp.RangeConstraint[input_range_1](0.525,x_1,0.725)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.005882352941176394,x_0,0.4058823529411764)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5058823529411764)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6058823529411764)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7058823529411764)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8058823529411764)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9058823529411764)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,89,"[0.0513763427734375, 0.05328941345214844, 0.055544137954711914, 0.054415225982666016, 0.11716508865356445, 0.11176061630249023, 0.06856417655944824, 0.06368756294250488, 0.0730750560760498, 0.0495915412902832]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}, {'eq': {'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}, 'range': []}]"
iris,model_2layers_20neurons.h5,90,"[0.049170494079589844, 0.06700801849365234, 0.05354952812194824, 0.06611037254333496, 0.06348085403442383, 0.05110430717468262, 0.0476377010345459, 0.05068778991699219, 0.05334591865539551, 0.04866170883178711]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}, {'eq': {'x_0': 0.2352941176470586, 'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}, 'range': []}]"
iris,model_2layers_20neurons.h5,91,"[0.051378726959228516, 0.07743477821350098, 0.13197565078735352, 0.08539223670959473, 0.04700207710266113, 0.14304614067077637, 0.041844844818115234, 0.045359134674072266, 0.04419350624084473, 0.042496681213378906]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.7647058823529413, 'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}, 'range': []}]"
iris,model_2layers_20neurons.h5,92,"[0.09310340881347656, 0.10079669952392578, 0.05376124382019043, 0.0703890323638916, 0.05127406120300293, 0.042974233627319336, 0.04226040840148926, 0.04465436935424805, 0.04269218444824219, 0.04597735404968262]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}, 'range': []}]"
iris,model_2layers_20neurons.h5,93,"[0.09988903999328613, 0.05269360542297363, 0.07662200927734375, 0.09968757629394531, 0.06800341606140137, 0.062322139739990234, 0.05398130416870117, 0.07859969139099121, 0.044937849044799805, 0.04801511764526367]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}, {'eq': {'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}, 'range': []}]"
iris,model_2layers_20neurons.h5,94,"[0.05309915542602539, 0.05492424964904785, 0.05469250679016113, 0.08659911155700684, 0.06636714935302734, 0.04308319091796875, 0.05027604103088379, 0.06682348251342773, 0.08984208106994629, 0.10910630226135254]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}, {'eq': {'x_0': 0.9999999999999998, 'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}, 'range': []}]"
iris,model_2layers_20neurons.h5,95,"[0.19124150276184082, 0.16514229774475098, 0.11856508255004883, 0.05608415603637695, 0.05132341384887695, 0.07811832427978516, 0.05404353141784668, 0.04968428611755371, 0.05417037010192871, 0.055458784103393555]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}, {'eq': {'x_0': 0.3529411764705883, 'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}, 'range': []}]"
iris,model_2layers_20neurons.h5,96,"[0.05185508728027344, 0.04858517646789551, 0.042375802993774414, 0.04527759552001953, 0.048606157302856445, 0.05664849281311035, 0.0473942756652832, 0.05002927780151367, 0.0589747428894043, 0.05001568794250488]","[1, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1294117647058824), docplex.mp.RangeConstraint[input_range_1](0.275,x_1,0.475), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1701754385964912)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.22941176470588243), docplex.mp.RangeConstraint[input_range_1](0.175,x_1,0.575)]}, {'eq': {'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3294117647058824)]}, {'eq': {'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.42941176470588244)]}, {'eq': {'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5294117647058824)]}, {'eq': {'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6294117647058823)]}, {'eq': {'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7294117647058823)]}, {'eq': {'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8294117647058824)]}, {'eq': {'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9294117647058824)]}, {'eq': {'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,97,"[0.037610530853271484, 0.04708409309387207, 0.049703359603881836, 0.049488067626953125, 0.05006289482116699, 0.0563504695892334, 0.045543670654296875, 0.04801583290100098, 0.047955989837646484, 0.04810690879821777]","[0, 2, 2, 2, 3, 3, 3, 3, 3, 3]","[4, 2, 2, 2, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1), docplex.mp.RangeConstraint[input_range_1](0.31666666666666665,x_1,0.5166666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.11754385964912281), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1)]}, {'eq': {'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.2), docplex.mp.RangeConstraint[input_range_1](0.21666666666666667,x_1,0.6166666666666667)]}, {'eq': {'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3), docplex.mp.RangeConstraint[input_range_1](0.1166666666666667,x_1,0.7166666666666667)]}, {'eq': {'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.4), docplex.mp.RangeConstraint[input_range_1](0.016666666666666663,x_1,0.8166666666666667)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9)]}, {'eq': {'x_1': 0.4166666666666667, 'x_2': 0.0175438596491228, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,98,"[0.25097179412841797, 0.07668280601501465, 0.05042433738708496, 0.05225968360900879, 0.0534970760345459, 0.04881143569946289, 0.047685861587524414, 0.046755313873291016, 0.047913312911987305, 0.04625725746154785]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}, {'eq': {'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}, 'range': []}]"
